model,language,id,word,pos,context,gold_gloss,predicted_gloss,sbert_score
tiny-aya-global,Bengali,29776,দুগাসরা,NOUN,সেই গ্রাম যা কোনো কেল্লার কাছে অবস্থিত বা কেল্লার গায়ে লেগে অবস্থান করছে||আগেকার দিনে রাজারাও দুগাসরা পত্তন করতেন,a settlement smaller than a town,"A village located near or attached to a fort, historically associated with royal presence.",0.5518
tiny-aya-global,Bengali,5012,রাখাল,NOUN,"গরু, মোষ ইত্যাদি চড়ায় যে ব্যক্তি || রাখাল দৌড়ে দৌড়ে পশুদের ডাক দিচ্ছিল",someone who drives a herd,"A shepherd or herder who tends to and herds cattle, goats, or sheep.",0.7524
tiny-aya-global,Bengali,24572,চন্দৌলি জেলা,NOUN,উত্তর প্রদেশের একটা জেলা || চন্দৌলি জেলার প্রধান কার্যালয় চন্দৌলিতে অবস্থিত,a region marked off for administrative or other purposes,"Chandauli District is a district located in Uttar Pradesh, India.",0.1209
tiny-aya-global,Bengali,35994,বেচা-কেনা করা,VERB,কোনো বস্তু কেনা এবং বিক্রী করা|| লাভের জন্যই তো সকলে কেনা-বেচা করে,"engage in the trade of; ""he is merchandising telephone sets""","The act of buying and selling goods, often driven by profit.",0.5778
tiny-aya-global,Bengali,5118,দ্রুত,ADJECTIVE,দ্রুত চলে এমন বা যার গতি আছে|| ও দ্রুতগতিতে নিজের গন্তব্যের দিকে এগিয়ে যাচ্ছিল,"characterized by speed; moving with or capable of moving with high speed; ""a rapid movement""; ""a speedy car""; ""a speedy errand boy""",Fast or quick in movement or action.,0.756
tiny-aya-global,Bengali,14283,বশিষ্ঠ,NOUN,একজন পৌরাণিক ঝষি যিনি সূর্যবংশীয় রাজাদের পুরোহিত ছিলেন || ঝষি বশিষ্ঠ রাজা দশরথের গুরু ছিলেন,a mentor in spiritual and philosophical topics who is renowned for profound wisdom,"The term ""বশিষ্ঠ"" refers to a legendary sage in Hindu mythology, known as the guru of King Dasaratha (Rama's father) and a revered figure in the Solar dynasty.",0.4972
tiny-aya-global,Bengali,19592,স্লাইড,NOUN,বাচ্চাদের খেলার একটি সাধন যেটির উপর চড়ে পিছলে নামা হয়||বাচ্চা খেলার মাঠে গিয়ে স্লাইডে চড়ে খেলছে।,plaything consisting of a sloping chute down which children can slide,"A device used in children's play where one slides down by riding on it, often found in playgrounds.",0.8458
tiny-aya-global,Bengali,8080,মুলতানি মাটি,NOUN,এক ধরনের মসৃণ মাটি||সে রোজ মুলতানি মাটি দিয়ে চুল ধোয়ে,an absorbent soil resembling clay; used in fulling (shrinking and thickening) woolen cloth and as an adsorbent,a type of smooth soil,0.2232
tiny-aya-global,Bengali,25690,তর্পণ,NOUN,সেই তর্পণ যা কারোর মৃত্যুর দিন থেকে শ্রাদ্ধের দিন পর্যন্ত সময়ে করা হয় || বলা হয় যে তর্পণ করলে মৃত ব্যক্তির আত্মা তৃপ্তি লাভ করে,the act of pouring a liquid offering (especially wine) as a religious ceremony,"The English definition is: **Funeral rites or offerings performed from the death date to the day of the funeral, believed to satisfy the spirit of the deceased.**",0.4619
tiny-aya-global,Bengali,28388,বিধি সংকলন,NOUN,শাসকগোষ্ঠী বা আধিকারিকদের দ্বারা আরোপিত বিধি বা নিয়মের সংকলন||নাগরিকদের বিধি সংকলনের প্রতি সম্মান থাকা উচিত,"the collection of rules imposed by authority; ""civilization presupposes respect for the law""; ""the great problem for jurisprudence to allow freedom while enforcing order""","The compilation or codification of rules or regulations imposed by the ruling class or authorities, emphasizing the importance of citizens' respect for such compilations.",0.7147
tiny-aya-global,Bengali,16040,সামন্ততান্ত্রিক,ADJECTIVE,সামন্তসম্বন্ধীয় বা সামন্তের|| লোকে সামন্ততান্ত্রিক আদর্শ বর্জন করল,of or relating to or characteristic of feudalism,feudal,0.4053
tiny-aya-global,Bengali,27745,অসুরক্ষিত,ADJECTIVE,যা সুরক্ষিত নয়|| এই নগরটি অসুরক্ষিত,"lacking protection or a guard; ""an unguarded gate""; ""his unguarded queen was open to attack""",unsafe,0.3425
tiny-aya-global,Bengali,5796,ধন্বন্তরী,NOUN,আয়ুর্বেদের জন্মদাতা যে আয়ুর্বেদের সব থেকে বড়ো আচার্য ও দেবতাদের বৈদ্য বলে মান্য করা হয় || ধন্বন্তরী সমুদ্র মন্থনের সময় বেরিয়েছিলেন / ধনতরসের দিন ধন্বন্তরীর পূজো হয়,a deity worshipped by the Hindus,"The English definition is: **""The name of an important herbalist in Ayurvedic medicine, revered as the founder of Ayurveda and a great sage, who is believed to have obtained the herbs during the churning of the ocean.""**",0.3973
tiny-aya-global,Bengali,7867,আমেরিকা,NOUN,উত্তর আমেরিকা মহাদ্বীপের একটি দেশ|| অনেক ভারতীয়রা আমেরিকায় গিয়ে বসবাস করছে,North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,"A country located in North America, known for its diverse culture, advanced technology, and global influence.",0.4589
tiny-aya-global,Bengali,19974,জোয়ালী,NOUN,"জোয়ার মেশানো গম, ছোলা ইত্যাদি||মা জোয়ালী ভাজছে।","dry seedlike fruit produced by the cereal grasses: e.g. wheat, barley, Indian corn",Jointly or together.,0.0275
tiny-aya-global,Bengali,7712,মুদ্রা,NOUN,"দাঁড়িয়ে থাকা, বসা ইত্যাদিতে শরীরের অঙ্গের কোনও স্থিতি|| এই ফোটোতে আপনার মুদ্রা বলছে যে আপনি ঘুমাচ্ছে","the arrangement of the body and its limbs; ""he assumed an attitude of surrender""","The position or posture of the body, particularly in terms of how the body is arranged or held in a particular position.",0.4574
tiny-aya-global,Bengali,24612,রায়গড় জেলা,NOUN,মহারাষ্ট্রের একটি জেলা || রায়গড় জেলার প্রধান কার্যালয় আলিবাগে অবস্থিত/রায়গড় জেলায় চোদ্দটি তালুক আছে,a region marked off for administrative or other purposes,"Maharashtra's Rautabad district, with its administrative headquarters in Alibag, comprises fourteen talukas.",0.1937
tiny-aya-global,Bengali,10255,সুরুচি,NOUN,ধ্রুবর বিমাতা||সুরুচি ধ্রুবকে তার বাবার কোলে বসায় বাধা দিয়ে ছিল,an imaginary being of myth or fable,a sense of taste or refinement; elegance or taste in behavior or appearance,0.238
tiny-aya-global,Bengali,2519,সমাজ,NOUN,অবাস্তব কল্পনা করে যা বা মূর্খতাপূর্ণ অর্থ বার করে যে || আজ-কাল সমাজ অবুঝে ভরে গেছে,"a human being; ""there was too much for one person to do""",an organized group of people sharing common interests or values; a community,0.2757
tiny-aya-global,Bengali,19328,ধৃষ্টদ্যুম্ন,NOUN,রাজা দ্রুপদের পুত্র||পাণ্ডবরা ধৃষ্টদ্যুম্নকে সেনাপতি বানিয়েছিল।,a prince or king in India,"A bold and arrogant individual, often used to describe someone who acts with reckless confidence or disregard for others.",0.2076
tiny-aya-global,Bengali,24843,অনন্তপুর,NOUN,অন্ধ্র প্রদেশের একটি শহর || সরকার অনন্তপুরে কার্ফু জারি করেছে,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""","An infinite city, a town in Andhra Pradesh.",0.4558
tiny-aya-global,Bengali,3113,অস্পষ্টতা,NOUN,অস্পষ্ট হওয়ার ভাব|| কুয়াশার কারণে এখানে অস্পষ্টতা আছে,incomprehensibility as a result of not being clear,Uncertainty or ambiguity resulting from unclear or hazy conditions.,0.5687
tiny-aya-global,Bengali,7524,হাসিখুশি,ADJECTIVE,সদা প্রসন্ন থাকে যে বা হাসে-হাসায় এবং সক্রিয়|| হাসিখুশি মানুষের জীবন খুশিতে ভরা থাকে,"full of spirit; ""a dynamic full of life woman""; ""a vital and charismatic leader""; ""this whole lively world""","cheerful, joyful, or lively, often exuding a perpetual sense of happiness and activity.",0.5671
tiny-aya-global,Bengali,32882,আত্রেয়,NOUN,আত্রেয়ী নদীর আশে পাশের প্রদেশ||আত্রেয় আজ দিনাজপুরের নামে পরিচিত।,"a large indefinite location on the surface of the Earth; ""penguins inhabit the polar regions""","Along the banks of the Artray River, the region is now known as Dinapur.",0.1362
tiny-aya-global,Bengali,12785,আলখাল্লা,NOUN,সাধু-ফকির প্রভৃতিদের ঢিলে-ঢালা এবং লম্বা পোষাক || আলখাল্লা প্রায়শই সাদা বা গেরুয়া রঙের হয়,"clothing of a distinctive style or for a particular occasion; ""formal attire""; ""battle dress""","A loose-fitting, long robe worn by spiritual leaders such as saints and mystics, often in white or gray colors.",0.4703
tiny-aya-global,Bengali,2233,স্ফূর্তিহীন,ADJECTIVE,যার উত্সাহ বা স্ফূর্তি নেই|| অনুত্সাহী ফেলোয়াড়দের দল থেকে বার করে দেওয়া হল,"feeling or showing little interest or enthusiasm; ""a halfhearted effort""; ""gave only lukewarm support to the candidate""",lacking enthusiasm or spirit,0.5691
tiny-aya-global,Bengali,18559,রাও,NOUN,ছোটো আকারের একটি গাছ||রাওয়ের কাঠ কিছুটা লাল রঙের হয়,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,"A small tree or shrub, often with leaves that turn a reddish-brown color when dried.",0.617
tiny-aya-global,Bengali,29610,সব্য ঋষি,NOUN,একজন বৈদিক যুগের ঋষি||ঋগবেদে সব্য ঋষির বর্ণনা পাওয়া যায়,a mentor in spiritual and philosophical topics who is renowned for profound wisdom,"A Vedic sage from ancient India, mentioned in the Rigveda.",0.5601
tiny-aya-global,Bengali,16460,পিত্তজ্বর,NOUN,এক প্রকার জ্বর||পিত্তজ্বর পিত্তের প্রকোপে হয়,yellowing of the skin and the whites of the eyes caused by an accumulation of bile pigment (bilirubin) in the blood; can be a symptom of gallstones or liver infection or anemia,Jaundice,0.1948
tiny-aya-global,Bengali,27662,পরিকল্পনা থাকা,VERB,কোনও কাজ করারইচ্ছা বা বিচার থাকা|| সামনের বছর বিদেশ যাওয়ার পরিকল্পনা আছে,"have the will and intention to carry out some action; ""He plans to be in graduate school next year""; ""The rebels had planned turmoil and confusion""",Having a plan or intention to do something,0.606
tiny-aya-global,Bengali,8986,তরমুজ,NOUN,এক প্রকার গাছ যেটির বড়ো গোল ফল খাওয়া হয়||নদীর ধারে তরমুজের গাছ হয়ে আছে,an African melon,"A large, sweet fruit produced by a plant, often found near rivers, with a juicy, watermelon-like flesh.",0.1874
tiny-aya-global,Bengali,22959,মিশন,NOUN,যে সংস্হা কোনো ধর্ম বা পথ প্রচার করে|| স্বামী বিবেকানন্দ রামকৃষ্ণ মিশন প্রতিষ্ঠা করেছিলেন/এই মিশনটা একজন যোগ্য গুরু দ্বারা পরিচালনা করা হয়,an organization of missionaries in a foreign land sent to carry on religious work,"A religious or philosophical organization dedicated to propagating a specific faith, doctrine, or way of life, often led by a spiritual leader or guru.",0.5701
tiny-aya-global,Bengali,5545,ঢোলা,VERB,চোখের পলক ফেলা|| সে বসে বসে ঢুলছিল,sleep lightly or for a short period of time,"to drool or slumber, often due to fatigue or boredom",0.7022
tiny-aya-global,Bengali,25874,পুলবামা জেলা,NOUN,ভারতের জম্মু কাশ্মীর রাজ্যের একটি জেলা || পুলবামা জেলার প্রধান কার্যালয় পুলবামা শহরে অবস্থিত,a region marked off for administrative or other purposes,"A district in the Indian state of Jammu and Kashmir, with its administrative headquarters in the town of Pülbāma.",0.2627
tiny-aya-global,Bengali,24513,তাস,NOUN,খেলার জন্য মোটা কাগজ দিয়ে তৈরী বাহান্নটা চৌকাকৃতির ছাপা টুকরোর প্রত্যেকটি যার উপর বিভিন্ন রঙের বুটি বা ছবি আঁকা থাকে || এই বাণ্ডিল থেকে দুটো তাস হারিয়ে গেছে,"a playing card with a specified number of pips on it to indicate its value; ""an eight spot""","A deck of playing cards, typically consisting of 52 cards, each featuring a unique pattern of symbols and numbers, used in various card games.",0.6914
tiny-aya-global,Bengali,19508,ক্রোয়েশীয়,NOUN,ক্রোয়েশিয়ার নিবাসী||সম্মেলনে উপস্হিত ক্রোয়েশীয়বাসীরা আমাকে নিজের দেশে ডেকে পাঠিয়েছেন,a member of the Slavic people living in Croatia,A person from Croatia.,0.6243
tiny-aya-global,Bengali,31249,বাহ্যকর্ণ,NOUN,একজন নাগ||মহাভারতে বাহ্যকর্ণের বর্ণনা পাওয়া যায়,an imaginary being of myth or fable,"The external ear, a part of the human body responsible for collecting sound waves and transmitting them to the inner ear for processing.",0.1253
tiny-aya-global,Bengali,35085,শ্রম বিভাগ,NOUN,শ্রমের সাথে সম্পর্কিত একটি সরকারি বিভাগ||শ্রম বিভাগ সকলকে কাজ দেওয়ার প্রতিশ্রুতি দিয়েছে।,an administrative unit in government or business,Department of Labour,0.4789
tiny-aya-global,Bengali,6629,ফুটপাত,NOUN,রাস্তার ধারের অংশ যেটির উপরে লোকজন পায়ে হেঁটে চলে||রাস্তায় দুর্ঘটনা থেকে বাঁচার জন্য ফুটপাত দিয়ে চলা উচিত,"a path set aside for walking; ""after the blizzard he shoveled the front walk""","The footpath is the designated area on the side of the road where pedestrians walk, providing a safe passage to avoid accidents.",0.4859
tiny-aya-global,Bengali,20314,হংসমঙ্গলা,NOUN,একটি শঙ্কর রাগিনী||গায়ক হংসমঙ্গলা গাইছে।,any of various fixed orders of the various diatonic notes within an octave,"A Shankara raga, a type of Indian classical music.",0.1963
tiny-aya-global,Bengali,28989,বেরৈ,NOUN,ছোলা এবং যবের মিশ্রিত একপ্রকার আটা||মা আজ বেরৈয়ের রুটি করছে,fine powdery foodstuff obtained by grinding and sifting the meal of a cereal grain,A type of flour made from a mixture of chickpeas and millet.,0.6879
tiny-aya-global,Bengali,25293,বিভাজ্য,ADJECTIVE,যার বিভাজন করা যায় বা যাকে ভাগ করা যায়|| চার দুই দ্বারা বিভাজ্য,"capable of being or liable to be divided or separated; ""even numbers are divisible by two""; ""the Americans fought a bloody war to prove that their nation is not divisible""",divisible,0.282
tiny-aya-global,Bengali,2081,প্রযুক্তি,ADJECTIVE,টেকনিকেরর বা টেকনিক সম্পর্কিত|| শিক্ষা মন্ত্রী (রাজ্য) আমাদের শহরে একটি প্রযুক্তি সংস্থার উদ্বোধন করলেন,"of or relating to technique; ""technical innovation in recent novels""; ""technical details""",Technology,0.5898
tiny-aya-global,Bengali,23619,ঋজুকোণ,NOUN,সেই কোণ যেটি ঠিক একশো আশি ডিগ্রির সমান||মাষ্টারমশাই ব্যাল্কবোর্ডে ঋজুকোণ বানানো শেখাচ্ছেন।,an angle of 180 degrees,"A right angle, specifically an angle measuring exactly 180 degrees.",0.5177
tiny-aya-global,Bengali,14206,মেমসাহেব,NOUN,ইংরেজের স্ত্রী || পাশে যে মেমসাহেব থাকেন তাকে কদিন ধরে দেখা যাচ্ছে না,a married woman; a man' s partner in marriage,The husband's wife.,0.6432
tiny-aya-global,Bengali,6928,অনন্পূর্ণা,NOUN,অন্নের অধিষ্ঠাত্রী দেবী|| সীতা প্রতিদিন অন্নপূর্ণার পূজা করে,wife of Siva and a benevolent aspect of Devi: goddess of plenty,"The goddess of food, worshipped by Sita every day.",0.5016
tiny-aya-global,Bengali,3662,অসামান্য,ADJECTIVE,যা সামান্য নয়|| মোহন অসামান্য রোগে পীড়িত/ কোনো অসাধারণ কথা থাকলে তা আমাকেও বলো,"not common or ordinarily encountered; unusually great in amount or remarkable in character or kind; ""uncommon birds""; ""frost and floods are uncommon during these months""; ""doing an uncommon amount of business""; ""an uncommon liking for money""; ""he owed his greatest debt to his mother' s uncommon character and ability""",Uncommon,0.2469
tiny-aya-global,Bengali,4341,মিস্ত্রী,NOUN,সে বাড়ি বা কাঠ ধাতু ইত্যাদির জিনিস বানায় || এই মূর্তি ভালো কারিগর দিয়ে তৈরী করানো হয়েছে,"a creator of great skill in the manual arts; ""the jewelry was made by internationally famous craftsmen""","A skilled craftsman or artisan who creates or constructs items, particularly in wood, metal, or other materials.",0.6785
tiny-aya-global,Bengali,24450,আমাজন নদী,NOUN,বিশ্বের প্রধান নদীগুলির মধ্যে একটি || নীলনদের পরে আমাজন বিশ্বের সবচেয়ে বড় নদী,a major South American river; arises in the Andes and flows eastward into the South Atlantic; the world' s 2nd longest river (4000 miles),"The Amazon River is one of the world's major rivers, second only to the Nile River, and is the largest river in the world.",0.6633
tiny-aya-global,Bengali,8836,জাঙ্গিয়া,NOUN,উরু থেকে হাঁটু অবধি পরার এক পোশাক||শ্যাম বাইরে যাওয়ার সময় জাঙ্গিয়ার উপর লুঙ্গী জড়িয়ে নিল,underpants worn by men,"A garment worn from the knee to the ankle, typically consisting of a loose, flowing fabric.",0.5351
tiny-aya-global,Bengali,11742,লুটে নেওয়া,VERB,অনুচিত উপায়ে নেওয়া|| আজকাল বাচ্চাদের ভর্তি করার জন্য অনুদানের নামে শিক্ষা সংস্থাগুলি লুটে নিচ্ছে,"take illegally; of intellectual property; ""This writer plundered from famous authors""",To take something by improper or unfair means.,0.4412
tiny-aya-global,Bengali,7541,কেকী,NOUN,এক অতন্ত্য সুন্দর বড়ো পাখি যার পেখমযুক্ত লেজ লম্বা হয়||ময়ূর ভারতের রাষ্ট্রীয় পাখি,male peafowl; having a crested head and very large fanlike tail marked with iridescent eyes or spots,"A large, beautiful bird with a long, fan-shaped tail, considered the national bird of Myanmar.",0.5691
tiny-aya-global,Bengali,29864,সুমেরু,NOUN,এক মাত্রিক ছন্দ||সুমেরুর প্রত্যেক চরণে সতেরোটি মাত্রা থাকে,(prosody) a system of versification,"A musical measure or meter, consisting of seventeen notes in each line, with a specific rhythmic structure.",0.3085
tiny-aya-global,Bengali,30338,থিম্পু,NOUN,ভূটানের রাজধানী|| থিম্পু একটি দর্শনীয় শহর,the capital city of a nation,Thimphu is the capital city of Bhutan.,0.2065
tiny-aya-global,Bengali,29392,যুবনাশ্ব,NOUN,ইক্ষ্বাকু বংশের একজন রাজা যিনি রামের পূর্বপুরুষ ছিলেন||যুবনাশ্ব ত্রিশঙ্কুর পৌত্র ছিলেন,an imaginary being of myth or fable,"Son of Shrikeshu, king of the Ikshvaku dynasty, and the great-grandfather of Rama.",0.1727
tiny-aya-global,Bengali,6201,কাঙালপনা,NOUN,অধিক দারিদ্র|| ও কাঙালপনার সময়ে আছে,the state of having little or no money and few or no material possessions,Poverty,0.2382
tiny-aya-global,Bengali,12665,মন্দা,NOUN,বাজারে বিক্রী কম হওয়ার ক্রিয়া বা অবস্থা || শেয়ার বাজারে হঠাত্ মন্দা আসার কারণে তার খুব ক্ষতি হয়েছে,a long-term economic state characterized by unemployment and low prices and low levels of trade and investment,"A decline in sales or business activity, often caused by external factors such as economic conditions or market shifts.",0.5152
tiny-aya-global,Bengali,25863,কারগিল,NOUN,ভারতের জম্মু কাশ্মীর রাজ্যের একটি শহর || কারগিল শহরের এই কোম্পানীর খুব ক্ষতি হয়েছে,"a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city""","A city in Jammu and Kashmir, India, known for its historical and cultural significance.",0.4497
tiny-aya-global,Bengali,32357,ভতৃহরি রাজা,NOUN,সংস্কৃতের একজন সুপ্রসিদ্ধ কবি||ভতৃহরি উজ্জয়িনীর রাজা এবং দ্বিতীয় বিক্রমাদিত্যের বড় ভাই ছিল,a writer of poems (the term is usually reserved for writers of good poetry),"The son of King Ujjayini and the elder brother of King Vikramaditya, a renowned Sanskrit poet.",0.3556
tiny-aya-global,Bengali,21610,ফাস্সেল আম গাছ,NOUN,ফাস্সেল আমের গাছ||জনি ফাস্সেল আম গাছের ডালে দোলনা বেঁধে দিল।,large evergreen tropical tree cultivated for its large oval fruit,The tree from which the Faszel Am fruit grows.,0.6841
tiny-aya-global,Bengali,2700,কামুক,ADJECTIVE,যার মধ্যে প্রচুর কামনা বাসনা আছে|| উনি একজন কামুক ব্যক্তি,"having strong sexual appeal; ""juicy barmaids""; ""a red-hot mama""; ""a voluptuous woman""; ""a toothsome blonde in a tight dress""",One who is deeply inclined to desire or lust.,0.472
tiny-aya-global,Bengali,308,দুধ দাঁত,NOUN,শিশুর নতুন দাঁত বা ছোটো দাঁত || পরে গিয়ে ছোটো ছেলেটার দুধ দাঁত ভেঙ্গে গেছে,one of the first temporary teeth of a young mammal (one of 20 in children),primary teeth,0.2863
tiny-aya-global,Bengali,32024,ব্যুত্পত্তিহীন,ADJECTIVE,যার কোনো কিছু থেকে ব্যুত্পত্তি হয়নি|| ও নিজের গবেষণার জন্য ব্যুত্পত্তিহীন শব্দের তালিকা তৈরী করছে,"not derived or copied or translated from something else; ""the play is original; not an adaptation""; ""he kept the original copy and gave her only a xerox""; ""the translation misses much of the subtlety of the original French""",underived,0.2541
tiny-aya-global,Bengali,7068,বাঁশিবাদক,NOUN,বাঁশি বাজায় যে ব্যাক্তি|| পন্ডিত হরিপ্রসাদ চৌরৈশিয়া হলেন একজন বিখ্যাত বাঁশিবাদক,someone who plays the bagpipe,"A musician who plays the bamboo flute, such as the rabinia or shehnai, a traditional instrument in Indian classical music.",0.6384
tiny-aya-global,Bengali,21529,শুকানো,VERB,আর্দ্রতা দূর করা|| আমচুর বানানোর জন্য কাঁচা আম শুকানো হয়,"remove the moisture from and make dry; ""dry clothes""; ""dry hair""","To dry or dehydrate something, often by removing moisture, typically for preservation or preparation, such as drying raw mangoes for making amchur.",0.6541
tiny-aya-global,Bengali,29203,সুমেধা ঋষি,NOUN,একজন পৌরাণিক যুগের ঋষি||মার্কণ্ডেয় পুরাণে সুমেধার বর্ণনা পাওয়া যায়,a mentor in spiritual and philosophical topics who is renowned for profound wisdom,"A sage from the ancient era, described in the Markandeya Purana.",0.5473
tiny-aya-global,Bengali,25652,(অন্যকে দিয়ে) ভেঙে দেওয়া,VERB,"দেওয়াল, বাড়ি ইত্যাদি অন্য কারওকে দিয়ে ভাঙা বা ধ্বস্ত করা|| ঠিকাদার বড়ো বাড়ি বানানোর জন্য গরীবদের বাড়িঘর ভেঙে দিল","destroy completely; ""the wrecking ball demolished the building""; ""demolish your enemies""; ""pulverize the rebellion before it gets out of hand""","To destroy or demolish something, often by force or by causing it to collapse.",0.5367
tiny-aya-global,Bengali,26457,পাইকারী ব্যবসা,NOUN,পাইকারির কাজ বা পাইকারিতে বিক্রয় করার কাজ || রহমান পাইকারী ব্যবসা করে ভালো পয়সা রোজগার করে,the selling of goods to merchants; usually in large quantities for resale to consumers,Wholesale trade,0.5349
tiny-aya-global,Bengali,685,পিসতুতো ভাই বা দাদা,NOUN,পিসেমশাই-এর ছেলে || আমার এক পিসতুতো ভাই অভিযাত্রী,the child of your aunt or uncle,half-brother or uncle,0.7583
tiny-aya-global,Bengali,12450,ছাড়া পাওয়া,VERB,"অভিযোগ, দোষ ইত্যাদি থেকে ছাড়া পাওয়া অথবা রেহাই পাওয়া|| এই এলাকার কুখ্যাত গুন্ডা কালই জেল থেকে ছাড়া পেয়েছে",grant freedom to; free from confinement,"to be absolved of blame, fault, or punishment; to be released from confinement or penalty",0.7262
tiny-aya-global,Bengali,29543,হাঁস,NOUN,হাঁসের মাংস যা খাওয়া হয়||ঠাকুর গিন্নী আজ হাঁসের মাংস রান্না করছে,flesh of a goose (domestic or wild),duck meat,0.3155
tiny-aya-global,Bengali,3869,বাণ,NOUN,অত্যধিক বর্ষণের ফলে নদী বা পুকুরের জল সাধারণ সীমার চেয়ে বেশী বেড়ে গিয়ে এদিক ওদিক ছড়িয়ে পড়া|| অত্যধিক বৃষ্টির ফলে অধিকাংশ নদীতে বাণ এসে গেছে,"the rising of a body of water and its overflowing onto normally dry land; ""plains fertilized by annual inundations""","A flood, typically caused by excessive rainfall, where water from rivers or ponds overflows beyond its usual boundaries, often spreading in various directions.",0.654
tiny-aya-global,Bengali,26186,দৃঢ় সংকল্প,NOUN,দৃঢ় সংকল্প || ভীষ্ম পিতামহের দৃঢ় প্রতিজ্ঞাই ওনার পরাজয়ের কারণে পরিণত হয়েছিল,persistent determination,Unshakable determination,0.6277
tiny-aya-global,Bengali,8812,ছিয়ানব্বই,ADJECTIVE,নব্বই আর ছয়|| এই ঘরে ছিয়ানব্বইজন বিদ্যার্থী আছে,being six more than ninety,ninety-one,0.7175
tiny-aya-global,Bengali,20798,সিঙ্গাপুর,NOUN,সিঙ্গাপুরের রাজধানী||সিঙ্গাপুর বিশ্বের সবচেয়ে বড়ো বন্দরগুলির মধ্যে একটি,the capital of Singapore; one of the world' s biggest ports,"Singapore's capital city, known for its bustling port, is a global financial hub and a major center for trade and commerce.",0.8796
tiny-aya-global,Bengali,27418,জর্জ,NOUN,গ্রেট ব্রিটেনের একজন রাজা যিনি তৃতীয় জর্জের পুত্র ছিলেন||সতেরোশো বাষট্টি সালের বারোই আগষ্ট জর্জের জন্ম হয়েছিল,King of Great Britain and Ireland and Hanover from 1820 to 1830; his attempt to divorce his estranged wife undermined the prestige of the crown (1762-1830),"George (George I), King of Great Britain, son of King George III, born August 12, 1660.",0.4131
tiny-aya-global,Bengali,28518,অন্ত,NOUN,কোন ঘটনা ইত্যাদির পরিশিষ্ট বা অন্তিম ভাগ|| এই বইটির অন্তিম ভাগ পড়ার পরেই আপনি কোন সিদ্ধান্তে পৌঁছবেন,"the concluding parts of an event or occurrence; ""the end was exciting""; ""I had to miss the last of the movie""","The final or concluding part of an event, situation, or process.",0.6563
tiny-aya-global,Bengali,4987,বন্ধ্যা,ADJECTIVE,যার অণ্ডকোষ বের করে নেওয়া হয়েছে|| বন্ধ্যা পশু হাল চালানোর কাজে ব্যবহৃত হয়,deprived of sexual capacity or sexual attributes,sterile,0.2243
tiny-aya-global,Bengali,20051,বোত্সবানাবাসী,NOUN,বোত্সবানার নিবাসী||বোত্সবানাবাসীর প্রার্থনা পত্র অস্বীকার করা হয়েছে,a member of a Bantu people living chiefly in Botswana and western South Africa,"Resident of Bhotshaban, someone who has been excluded from the Bhotshaban community.",0.5649
tiny-aya-global,Bengali,7514,মত্স অবতার,NOUN,বিষ্ণুর প্রথম অবতার||বিষ্ণু পৃথিবীকে ডুবে যাওয়া থেকে বাঁচানোর জন্য মত্স অবতার নিয়েছিলেন,"the manifestation of a Hindu deity (especially Vishnu) in human or superhuman or animal form; ""the Buddha is considered an avatar of the god Vishnu""","The Matsya Avatar is the first incarnation of Vishnu in Hinduism, where he took the form of a fish to save the world from a great flood.",0.669
tiny-aya-global,Bengali,13715,সপ্তম,ADJECTIVE,গণনায় সপ্তম স্থানে যা আসে|| শিক্ষক শিক্ষার্থীদের সপ্তম শ্লোক মনে করতে বললেন/একটু বাড়াবাড়ি করা হয়েছে কি হয়নি ও সপ্তম স্বর্গে বাস করতে শুরু করেছে,coming next after the sixth and just before the eighth in position,The seventh in a sequence or order.,0.5889
tiny-aya-global,Bengali,9039,তেতাল্লিশ,ADJECTIVE,চল্লিশ আর তিন|| নৌকা ডুবে যাওয়ার ফলে তেতাল্লিশজন লোকের মৃত্যু হয়েছে,being three more than forty,Forty-three,0.5238
tiny-aya-global,Bengali,10079,একশ,ADJECTIVE,নব্বই এবং দশ|| এই সম্মেলনে প্রায় একশ দন বিদ্বান ব্যক্তি অংশগ্রহণ করছেন,being ten more than ninety,approximately one hundred,0.7337
tiny-aya-global,Bengali,12451,মৃত্যুহার,NOUN,"কোনো ক্ষেত্রের লোকেদের জনসংখ্যার তুলনায় সেখানের লোকেদের মৃত্যুর হার যা প্রতি হাজারে প্রতি বছর বলা হয়|| ভারতে মৃত্যুহার, জন্মহার অপেক্ষা কম",the ratio of deaths in an area to the population of that area; expressed per 1000 per year,"The death rate is the number of deaths per 1,000 people in a given area per year, often used to compare mortality rates across different regions or populations. In the context of India, it is typically lower than the birth rate.",0.7
tiny-aya-global,Bengali,28062,খুব হওয়া,VERB,অধিক মাত্রায় হওয়া|| এই জমিতে খুব আলু হয় / এই খাবার দু'জন লোকের পক্ষে প্রচুর,be abundant or plentiful; exist in large quantities,To become more than usual or in greater quantity.,0.5412
